"TIME","GEO","UNIT","SEX","INDIC_HE","Value","Flag and Footnotes"
"2014","Portugal","Year","Males","Healthy life years in absolute value at birth","58.4","b"
"2014","Portugal","Year","Males","Life expectancy in absolute value at birth","78.0",""
"2014","Portugal","Year","Females","Healthy life years in absolute value at birth","55.4","b"
"2014","Portugal","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2014","Romania","Year","Males","Healthy life years in absolute value at birth","58.9",""
"2014","Romania","Year","Males","Life expectancy in absolute value at birth","71.3",""
"2014","Romania","Year","Females","Healthy life years in absolute value at birth","59.1",""
"2014","Romania","Year","Females","Life expectancy in absolute value at birth","78.7",""
"2014","Slovenia","Year","Males","Healthy life years in absolute value at birth","57.8",""
"2014","Slovenia","Year","Males","Life expectancy in absolute value at birth","78.2",""
"2014","Slovenia","Year","Females","Healthy life years in absolute value at birth","59.6",""
"2014","Slovenia","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2014","Slovakia","Year","Males","Healthy life years in absolute value at birth","55.5",""
"2014","Slovakia","Year","Males","Life expectancy in absolute value at birth","73.3",""
"2014","Slovakia","Year","Females","Healthy life years in absolute value at birth","54.6",""
"2014","Slovakia","Year","Females","Life expectancy in absolute value at birth","80.5",""
"2014","Finland","Year","Males","Healthy life years in absolute value at birth","58.7",""
"2014","Finland","Year","Males","Life expectancy in absolute value at birth","78.4",""
"2014","Finland","Year","Females","Healthy life years in absolute value at birth","57.5",""
"2014","Finland","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2014","Sweden","Year","Males","Healthy life years in absolute value at birth","73.0","b"
"2014","Sweden","Year","Males","Life expectancy in absolute value at birth","80.4",""
"2014","Sweden","Year","Females","Healthy life years in absolute value at birth","72.8","b"
"2014","Sweden","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2014","Iceland","Year","Males","Healthy life years in absolute value at birth","70.8",""
"2014","Iceland","Year","Males","Life expectancy in absolute value at birth","81.3",""
"2014","Iceland","Year","Females","Healthy life years in absolute value at birth","66.9",""
"2014","Iceland","Year","Females","Life expectancy in absolute value at birth","84.5",""
"2014","Norway","Year","Males","Healthy life years in absolute value at birth","72.2",""
"2014","Norway","Year","Males","Life expectancy in absolute value at birth","80.1",""
"2014","Norway","Year","Females","Healthy life years in absolute value at birth","69.8",""
"2014","Norway","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2014","Switzerland","Year","Males","Healthy life years in absolute value at birth","60.6",""
"2014","Switzerland","Year","Males","Life expectancy in absolute value at birth","81.1",""
"2014","Switzerland","Year","Females","Healthy life years in absolute value at birth","56.7",""
"2014","Switzerland","Year","Females","Life expectancy in absolute value at birth","85.4",""
"2014","United Kingdom","Year","Males","Healthy life years in absolute value at birth","63.3",""
"2014","United Kingdom","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2014","United Kingdom","Year","Females","Healthy life years in absolute value at birth","64.2",""
"2014","United Kingdom","Year","Females","Life expectancy in absolute value at birth","83.2",""
"2015","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","62.4","b"
"2015","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","77.7",""
"2015","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","63.3","b"
"2015","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2015","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","62.6","b"
"2015","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","77.9",""
"2015","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","63.2","b"
"2015","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2015","Belgium","Year","Males","Healthy life years in absolute value at birth","64.4",""
"2015","Belgium","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2015","Belgium","Year","Females","Healthy life years in absolute value at birth","64.0",""
"2015","Belgium","Year","Females","Life expectancy in absolute value at birth","83.4",""
"2015","Bulgaria","Year","Males","Healthy life years in absolute value at birth","61.5",""
"2015","Bulgaria","Year","Males","Life expectancy in absolute value at birth","71.2",""
"2015","Bulgaria","Year","Females","Healthy life years in absolute value at birth","65.0",""
"2015","Bulgaria","Year","Females","Life expectancy in absolute value at birth","78.2",""
"2015","Czechia","Year","Males","Healthy life years in absolute value at birth","62.4",""
"2015","Czechia","Year","Males","Life expectancy in absolute value at birth","75.7",""
"2015","Czechia","Year","Females","Healthy life years in absolute value at birth","63.7",""
"2015","Czechia","Year","Females","Life expectancy in absolute value at birth","81.6",""
"2015","Denmark","Year","Males","Healthy life years in absolute value at birth","60.4",""
"2015","Denmark","Year","Males","Life expectancy in absolute value at birth","78.8",""
"2015","Denmark","Year","Females","Healthy life years in absolute value at birth","57.6",""
"2015","Denmark","Year","Females","Life expectancy in absolute value at birth","82.7",""
"2015","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","65.3","b"
"2015","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","78.3",""
"2015","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","67.5","b"
"2015","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2015","Estonia","Year","Males","Healthy life years in absolute value at birth","53.8",""
"2015","Estonia","Year","Males","Life expectancy in absolute value at birth","73.2",""
"2015","Estonia","Year","Females","Healthy life years in absolute value at birth","56.2",""
"2015","Estonia","Year","Females","Life expectancy in absolute value at birth","82.2",""
"2015","Ireland","Year","Males","Healthy life years in absolute value at birth","66.5",""
"2015","Ireland","Year","Males","Life expectancy in absolute value at birth","79.6",""
"2015","Ireland","Year","Females","Healthy life years in absolute value at birth","68.0",""
"2015","Ireland","Year","Females","Life expectancy in absolute value at birth","83.4",""
"2015","Greece","Year","Males","Healthy life years in absolute value at birth","63.9",""
"2015","Greece","Year","Males","Life expectancy in absolute value at birth","78.5",""
"2015","Greece","Year","Females","Healthy life years in absolute value at birth","64.1",""
"2015","Greece","Year","Females","Life expectancy in absolute value at birth","83.7",""
"2015","Spain","Year","Males","Healthy life years in absolute value at birth","63.9",""
"2015","Spain","Year","Males","Life expectancy in absolute value at birth","80.1",""
"2015","Spain","Year","Females","Healthy life years in absolute value at birth","64.1",""
"2015","Spain","Year","Females","Life expectancy in absolute value at birth","85.7",""
"2015","France","Year","Males","Healthy life years in absolute value at birth","62.6",""
"2015","France","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2015","France","Year","Females","Healthy life years in absolute value at birth","64.6",""
"2015","France","Year","Females","Life expectancy in absolute value at birth","85.6",""
"2015","Croatia","Year","Males","Healthy life years in absolute value at birth","55.3",""
"2015","Croatia","Year","Males","Life expectancy in absolute value at birth","74.4",""
"2015","Croatia","Year","Females","Healthy life years in absolute value at birth","56.8",""
"2015","Croatia","Year","Females","Life expectancy in absolute value at birth","80.5",""
"2015","Italy","Year","Males","Healthy life years in absolute value at birth","62.6",""
"2015","Italy","Year","Males","Life expectancy in absolute value at birth","80.3",""
"2015","Italy","Year","Females","Healthy life years in absolute value at birth","62.7",""
"2015","Italy","Year","Females","Life expectancy in absolute value at birth","84.9",""
"2015","Cyprus","Year","Males","Healthy life years in absolute value at birth","63.1",""
"2015","Cyprus","Year","Males","Life expectancy in absolute value at birth","79.9",""
"2015","Cyprus","Year","Females","Healthy life years in absolute value at birth","63.4",""
"2015","Cyprus","Year","Females","Life expectancy in absolute value at birth","83.7",""
"2015","Latvia","Year","Males","Healthy life years in absolute value at birth","51.8",""
"2015","Latvia","Year","Males","Life expectancy in absolute value at birth","69.7",""
"2015","Latvia","Year","Females","Healthy life years in absolute value at birth","54.1",""
"2015","Latvia","Year","Females","Life expectancy in absolute value at birth","79.5",""
"2015","Lithuania","Year","Males","Healthy life years in absolute value at birth","54.1",""
"2015","Lithuania","Year","Males","Life expectancy in absolute value at birth","69.2",""
"2015","Lithuania","Year","Females","Healthy life years in absolute value at birth","58.8",""
